gender,married,has_children,age,reisen_gesamt,stornierte_reisen,rooms_avg,nights_avg,hotel_price_avg,hotel_count,seats_avg,flight_price_avg,flight_count,checked_bags_avg,session_dauer_avg_sec,cluster,user_id
1,0,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.625,0,508611
1,0,0,26,1,0.0,0.0,0.0,0.0,0.0,1.0,201.71,1.0,0.0,52.375,0,599244
1,1,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.875,0,642215
1,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0,565240
1,0,0,18,1,0.0,1.0,5.0,340.0,1.0,0.0,0.0,0.0,0.0,85.5,0,527321
1,1,1,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.625,0,645488
1,1,0,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.625,0,555187
1,0,1,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,0,516583
1,0,1,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.875,0,534586
1,1,0,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.875,0,575733
0,1,0,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.333333333,0,529420
1,1,0,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5,0,643324
1,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.375,0,746934
1,0,1,34,1,0.0,1.0,3.0,780.0,1.0,0.0,0.0,0.0,0.0,80.5,0,530869
0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.625,0,527445
1,0,0,18,1,0.0,1.0,1.0,102.0,1.0,0.0,0.0,0.0,0.0,74.375,0,554632
1,0,1,27,1,0.0,1.0,4.0,408.0,1.0,0.0,0.0,0.0,0.0,139.75,0,562283
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.125,0,503773
1,1,0,30,1,0.0,0.0,0.0,0.0,0.0,1.0,601.44,1.0,1.0,63.875,0,593804
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.666666666,0,581595
1,1,0,57,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0,657343
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.125,0,626114
1,0,0,18,1,0.0,2.0,2.0,412.0,1.0,0.0,0.0,0.0,0.0,54.75,0,511219
1,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,375160
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25,0,653228
1,0,0,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.444444444,0,553633
1,1,1,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.333333333,0,662750
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,0,574362
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.444444444,0,511878
1,1,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.75,0,514639
1,0,1,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.375,0,561288
1,0,0,73,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.166666666,0,603033
1,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0,306165
1,0,0,35,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.333333333,0,679831
1,0,1,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5,0,538511
0,1,1,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.375,0,519548
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.25,0,576922
1,0,0,20,3,1.0,1.0,5.0,590.0,1.0,0.0,0.0,0.0,0.0,102.333333333,0,547130
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.125,0,517622
1,0,0,52,1,0.0,0.0,0.0,0.0,0.0,1.0,490.43,1.0,1.0,112.111111111,0,462894
0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0,634601
1,1,0,76,1,0.0,1.0,3.0,399.0,1.0,0.0,0.0,0.0,0.0,134.222222222,0,522943
0,0,1,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75,0,570329
1,1,1,48,1,0.0,1.0,4.0,96.0,1.0,0.0,0.0,0.0,0.0,70.875,0,471649
1,0,0,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.125,0,560279
1,0,1,27,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.833333333,0,486447
1,0,0,27,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.833333333,0,485393
1,1,0,38,1,0.0,0.0,0.0,0.0,0.0,1.0,93.97,1.0,1.0,94.777777777,0,539782
1,0,1,26,1,0.0,1.0,4.0,392.0,1.0,0.0,0.0,0.0,0.0,43.0,0,633235
1,0,1,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.888888888,0,558852
1,0,0,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.125,0,513546
1,1,0,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.375,0,617606
1,0,1,21,3,1.0,1.0,2.0,774.0,1.0,0.0,0.0,0.0,0.0,84.833333333,0,610492
1,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.666666666,0,524172
1,1,0,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.625,0,579971
1,0,0,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.75,0,485518
1,0,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.875,0,585361
1,1,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,0,560495
1,1,0,34,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0,558851
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.875,0,513138
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.666666666,0,576668
0,0,1,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.125,0,844489
1,0,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0,510575
1,0,0,24,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.833333333,0,555030
1,0,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,0,550482
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,0,518931
1,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.111111111,0,619938
1,0,1,47,3,1.0,0.0,0.0,0.0,0.0,1.0,445.81,1.0,1.0,96.714285714,0,571243
1,1,1,48,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,0,516368
1,1,1,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.875,0,519312
1,0,1,22,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.666666666,0,519982
1,1,1,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,0,469418
1,0,0,19,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.166666666,0,592378
1,1,1,45,1,0.0,0.0,0.0,0.0,0.0,1.0,711.26,1.0,1.0,73.625,0,526443
1,0,1,50,1,0.0,0.0,0.0,0.0,0.0,1.0,733.54,1.0,0.0,137.625,0,454264
1,0,0,18,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.714285714,0,541539
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,0,506347
1,1,1,49,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.833333333,0,560680
1,0,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.625,0,621150
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0,525379
1,1,0,60,1,0.0,1.0,3.0,339.0,1.0,0.0,0.0,0.0,0.0,135.25,0,518422
1,1,0,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,554299
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,0,627475
0,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.125,0,596611
1,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.125,0,492614
1,1,0,73,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.333333333,0,547006
1,1,0,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.222222222,0,540966
1,0,1,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0,567824
1,1,0,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0,585138
1,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.125,0,616734
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,0,488099
1,0,0,38,1,0.0,0.0,0.0,0.0,0.0,1.0,167.06,1.0,1.0,133.25,0,615544
1,0,0,28,1,0.0,1.0,4.0,404.0,1.0,0.0,0.0,0.0,0.0,135.5,0,567589
1,1,0,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0,551501
1,1,0,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.125,0,528137
1,1,1,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,0,511757
0,1,1,56,1,0.0,0.0,0.0,0.0,0.0,1.0,225.5,1.0,0.0,68.25,0,642364
1,1,0,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.666666666,0,553631
1,1,0,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7,0,575964
1,0,1,23,1,0.0,1.0,5.0,280.0,1.0,0.0,0.0,0.0,0.0,249.0,0,683976
1,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.25,0,583190
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.25,0,619988
1,0,0,22,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.166666666,0,559661
0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0,601094
1,0,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.5,0,652190
1,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.75,0,656626
0,0,0,27,1,0.0,1.0,6.0,360.0,1.0,0.0,0.0,0.0,0.0,56.875,0,537975
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.625,0,649935
1,0,1,20,1,0.0,1.0,0.0,0.0,1.0,1.0,207.24,1.0,0.0,57.0,0,519368
2,1,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.888888888,0,217114
0,0,0,24,1,0.0,0.0,0.0,0.0,0.0,1.0,646.32,1.0,0.0,154.625,0,569923
1,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.375,0,588560
0,1,1,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0,549366
1,1,1,47,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.166666666,0,709630
1,1,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.625,0,526036
1,1,0,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.666666666,0,560723
1,0,0,18,1,0.0,0.0,0.0,0.0,0.0,1.0,2017.47,1.0,0.0,116.0,0,605943
1,1,0,79,1,0.0,1.0,2.0,288.0,1.0,0.0,0.0,0.0,0.0,109.25,0,551473
0,1,1,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,0,479785
1,0,1,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0,528936
1,0,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.75,0,593398
1,1,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.625,0,348863
1,0,1,33,3,1.0,1.0,5.0,300.0,1.0,0.0,0.0,0.0,0.0,95.833333333,0,513543
1,0,1,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.5,0,499780
1,1,0,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.75,0,522001
1,0,1,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0,612226
1,0,1,25,2,0.0,1.0,2.0,145.0,2.0,0.0,0.0,0.0,0.0,72.75,0,538696
1,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,592118
0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.375,0,667643
1,0,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.375,0,515530
1,0,0,39,1,0.0,0.0,0.0,0.0,0.0,1.0,100.99,1.0,1.0,72.25,0,631975
1,0,0,22,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,576765
1,0,0,18,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.833333333,0,609683
1,1,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.625,0,572214
1,0,1,30,1,0.0,1.0,3.0,369.0,1.0,0.0,0.0,0.0,0.0,90.125,0,567342
1,0,1,18,1,0.0,0.0,0.0,0.0,0.0,2.0,638.91,1.0,0.0,75.25,0,518726
1,1,1,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.888888888,0,513261
0,1,0,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25,0,545063
1,1,1,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.875,0,572397
1,1,0,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.555555555,0,707402
1,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.375,0,506990
1,0,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.625,0,536135
1,1,1,49,1,0.0,0.0,0.0,0.0,0.0,1.0,232.92,1.0,0.0,77.0,0,549894
1,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.666666666,0,589008
1,0,0,18,1,0.0,1.0,4.0,1328.0,1.0,0.0,0.0,0.0,0.0,109.375,0,544497
1,1,0,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.444444444,0,513091
0,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.875,0,501780
0,0,0,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0,513206
1,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0,748759
1,1,0,47,1,0.0,0.0,0.0,0.0,0.0,1.0,286.09,1.0,1.0,75.625,0,524728
1,1,0,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.875,0,610905
1,0,1,23,3,1.0,1.0,3.0,930.0,1.0,0.0,0.0,0.0,0.0,109.857142857,0,545344
1,1,0,51,1,0.0,0.0,0.0,0.0,0.0,1.0,658.47,1.0,1.0,88.777777777,0,549988
1,1,0,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0,503161
1,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.125,0,565076
1,1,0,71,1,0.0,1.0,4.0,428.0,1.0,0.0,0.0,0.0,0.0,57.222222222,0,537481
1,1,0,68,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.666666666,0,733654
1,0,0,24,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0,258451
1,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0,570242
1,1,0,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.25,0,665980
1,0,0,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.375,0,509402
1,0,0,18,1,0.0,1.0,5.0,445.0,1.0,0.0,0.0,0.0,0.0,83.5,0,645022
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0,438995
1,0,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.125,0,547834
1,1,1,25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.166666666,0,538919
1,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0,650606
1,1,0,56,1,0.0,0.0,0.0,0.0,0.0,1.0,73.87,1.0,0.0,127.0,0,513317
1,0,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.125,0,513602
1,1,1,51,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.333333333,0,542095
1,0,1,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.125,0,527945
1,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.875,0,552302
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0,551210
1,1,1,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,540652
1,0,0,18,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.166666666,0,545089
1,1,0,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.375,0,555418
1,1,0,67,1,0.0,1.0,4.0,680.0,1.0,0.0,0.0,0.0,0.0,69.2,0,539656
1,0,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.375,0,660903
1,0,0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.125,0,561044
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0,422668
1,1,0,43,1,0.0,0.0,0.0,0.0,0.0,1.0,592.55,1.0,0.0,122.875,0,546470
1,0,0,18,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.833333333,0,350648
1,1,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.625,0,586458
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.375,0,519406
1,1,1,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,0,534082
1,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0,564822
1,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.125,0,543696
