,user_id,gender,married,has_children,age,user_since,reisen_gesamt,stornierte_reisen,rooms_avg,nights_avg,hotel_price_avg,hotel_count,seats_avg,flight_price_avg,flight_count,checked_bags_avg,session_dauer_avg_sec
55,559758,1,True,True,48,24,1,,1.0,6.0,858.0,1.0,,,,,83.625
56,564596,1,False,True,33,24,4,,1.75,3.5,715.75,4.0,1.75,652.91,4.0,0.75,115.5
57,494985,1,False,False,49,25,6,,1.0,4.0,702.0,5.0,1.0,332.285,6.0,0.3333333333333333,164.125
58,512443,1,True,True,39,25,2,,1.0,1.5,359.5,2.0,1.0,170.47,2.0,0.5,89.875
59,474278,1,False,False,25,26,0,,,,,,,,,,62.625
60,536099,1,False,True,35,25,4,,1.25,5.25,816.0,4.0,1.5,179.755,2.0,0.0,90.375
61,499366,1,False,False,49,25,4,,2.0,2.3333333333333335,748.6666666666666,3.0,1.75,655.4575,4.0,1.25,135.125
62,561846,1,True,False,41,24,5,1.0,1.3333333333333333,2.3333333333333335,401.0,3.0,1.0,473.645,2.0,0.5,151.166666666
63,584531,0,True,True,45,24,2,,1.0,2.5,1523.0,2.0,1.0,227.675,2.0,0.5,104.75
64,513714,1,False,False,24,25,1,,,,,,1.0,248.43,1.0,0.0,62.125
65,510067,1,True,True,49,25,4,,1.0,3.25,1047.0,4.0,1.0,404.53,3.0,0.0,96.888888888
66,220725,1,False,False,41,31,5,1.0,1.0,3.5,481.0,2.0,1.0,511.14000000000004,3.0,0.3333333333333333,83.428571428
67,549777,1,True,True,30,24,1,,1.0,2.0,90.0,1.0,1.0,533.85,1.0,0.0,99.875
68,518041,1,False,False,20,25,1,,1.0,4.0,460.0,1.0,,,,,106.5
69,508912,0,False,False,44,25,4,1.0,1.0,0.0,0.0,1.0,1.0,272.185,2.0,1.0,103.833333333
70,606635,1,False,False,46,23,2,,1.0,4.5,1408.0,2.0,1.0,433.025,2.0,0.0,141.625
71,526445,1,False,False,50,25,3,,1.0,1.3333333333333333,188.66666666666666,3.0,1.0,260.015,2.0,0.5,131.555555555
72,566749,1,False,False,21,24,0,,,,,,,,,,49.5
73,515409,1,True,True,45,25,3,,1.6666666666666667,1.6666666666666667,416.0,3.0,1.6666666666666667,577.34,3.0,1.0,155.625
74,577386,1,False,False,54,24,2,,2.0,3.0,534.0,1.0,1.5,611.585,2.0,0.5,177.625
75,501794,1,True,False,44,25,4,,1.0,4.25,527.75,4.0,1.0,188.11249999999998,4.0,0.75,124.875
76,516556,1,False,True,37,25,1,,1.0,3.0,723.0,1.0,1.0,313.91,1.0,0.0,96.125
77,519853,1,False,True,42,25,2,,1.0,2.0,580.0,1.0,1.5,252.8,2.0,0.0,82.25
78,552653,1,True,False,60,24,3,1.0,1.0,2.0,200.0,1.0,1.0,127.03,1.0,0.0,90.571428571
79,524080,1,False,False,36,25,4,,1.3333333333333333,3.6666666666666665,535.3333333333334,3.0,1.25,527.79,4.0,0.0,110.1
80,592372,0,False,False,18,24,2,,1.0,1.0,394.0,1.0,2.0,3769.69,2.0,1.0,110.625
81,525176,1,False,False,71,25,1,,1.0,0.0,0.0,1.0,1.0,117.16,1.0,1.0,208.625
82,523771,1,False,True,36,25,3,,1.6666666666666667,7.0,1641.3333333333333,3.0,2.0,455.43,1.0,1.0,91.875
83,524628,0,True,False,50,25,3,,1.0,2.3333333333333335,286.6666666666667,3.0,1.0,370.8533333333333,3.0,0.0,118.25
84,524880,1,True,True,42,25,0,,,,,,,,,,74.5
85,512024,1,True,False,33,25,2,,2.0,5.5,1210.5,2.0,3.0,2038.42,1.0,0.0,152.0
86,584787,1,True,False,66,24,4,1.0,1.5,9.5,1938.0,2.0,,,,,86.428571428
87,528455,1,True,True,48,25,3,,1.0,6.333333333333333,1244.6666666666667,3.0,1.0,592.3933333333333,3.0,0.6666666666666666,91.222222222
88,557134,1,True,False,57,24,5,,1.6,6.8,2828.4,5.0,1.0,122.325,2.0,0.5,117.25
89,530797,1,False,False,26,25,2,,1.0,1.5,172.5,2.0,1.0,370.47,2.0,0.0,163.125
90,563165,0,False,False,55,24,2,,1.0,4.5,886.5,2.0,1.0,232.275,2.0,0.5,81.888888888
91,558506,1,True,True,56,24,2,,1.0,1.0,261.0,2.0,1.0,83.88,2.0,0.5,61.875
92,581858,1,True,False,48,24,2,,1.0,1.0,55.0,1.0,1.0,507.965,2.0,0.5,138.75
93,560747,1,True,False,43,24,4,,1.3333333333333333,1.6666666666666667,559.0,3.0,1.25,305.665,4.0,0.25,143.375
94,499379,1,True,False,66,25,2,,1.0,3.0,360.0,2.0,1.0,499.23,1.0,0.0,113.0
95,540654,1,False,True,50,24,4,,1.5,2.5,597.25,4.0,1.5,471.205,4.0,0.5,144.375
96,606290,1,True,False,39,23,4,,1.25,2.5,795.5,4.0,1.0,603.17,3.0,1.0,89.2
97,578396,1,True,True,56,24,3,,1.0,5.0,1177.0,3.0,1.0,690.99,1.0,1.0,67.0
98,548990,1,False,False,33,24,2,,1.0,4.0,234.0,2.0,1.0,687.54,1.0,1.0,98.875
99,644784,1,True,False,36,23,1,,1.0,8.0,456.0,1.0,1.0,367.87,1.0,1.0,108.875
100,550421,1,True,False,46,24,1,,1.0,2.0,292.0,1.0,1.0,244.44,1.0,0.0,83.75
101,450615,1,False,False,45,26,4,,1.0,5.0,195.0,3.0,1.25,306.25,4.0,0.75,129.875
102,585965,1,False,False,49,24,3,,1.0,3.0,393.6666666666667,3.0,1.0,267.19666666666666,3.0,0.6666666666666666,96.875
103,563343,1,True,False,67,24,2,,1.0,3.0,494.0,2.0,1.0,278.37,1.0,1.0,92.0
104,356046,1,False,False,35,28,2,,1.5,2.0,352.5,2.0,1.5,391.905,2.0,0.0,94.0
105,520902,1,False,False,39,25,4,,1.25,2.0,363.0,4.0,1.25,402.0775,4.0,1.0,112.333333333
106,513103,1,False,True,32,25,3,,1.3333333333333333,2.3333333333333335,382.3333333333333,3.0,1.3333333333333333,611.3066666666667,3.0,0.3333333333333333,123.0
107,525056,1,False,False,38,25,4,,1.5,3.5,990.0,4.0,1.5,686.8299999999999,4.0,0.5,109.0
108,464782,1,True,True,48,26,2,,1.0,2.0,266.0,2.0,1.0,52.17,1.0,0.0,90.125
109,553967,1,False,True,41,24,4,1.0,1.0,4.0,496.0,1.0,1.0,421.095,2.0,0.0,70.166666666
110,516933,1,False,False,18,25,3,,1.0,1.0,-137.0,1.0,1.0,604.7266666666667,3.0,0.0,96.375
111,377069,1,True,False,68,27,2,1.0,,,,,,,,,56.333333333
112,581409,1,False,True,39,24,3,,1.0,2.5,726.0,2.0,1.6666666666666667,668.41,3.0,0.3333333333333333,91.75
113,522633,1,False,False,39,25,3,,1.0,1.6666666666666667,405.6666666666667,3.0,1.0,301.6166666666666,3.0,0.0,135.5
114,579065,1,True,True,51,24,4,,1.0,3.5,838.5,4.0,1.0,254.10750000000002,4.0,0.5,134.5
115,526239,1,True,True,38,25,2,,1.0,10.0,756.0,2.0,1.0,628.62,1.0,1.0,79.333333333
116,549623,0,False,True,39,24,4,,1.5,1.25,301.0,4.0,1.5,292.97,4.0,0.25,120.25
117,580622,1,True,False,68,24,0,,,,,,,,,,60.25
118,543723,1,False,False,59,24,0,,,,,,,,,,96.625
119,672112,1,True,True,51,23,4,,1.0,5.0,564.0,3.0,1.0,245.42,2.0,0.5,95.25
120,590829,1,False,False,44,24,3,,1.3333333333333333,3.0,414.3333333333333,3.0,1.0,276.005,2.0,1.0,149.0
121,521065,1,True,True,45,25,5,1.0,1.0,1.0,206.0,2.0,1.3333333333333333,647.1966666666667,3.0,0.0,99.5
122,647674,1,False,True,37,23,4,,1.25,1.75,331.5,4.0,1.0,361.6666666666667,3.0,0.6666666666666666,113.0
123,524012,1,True,False,43,25,4,,1.25,4.75,1719.0,4.0,1.0,169.58666666666667,3.0,0.6666666666666666,151.5
124,552558,1,True,True,53,24,4,,1.0,4.25,537.25,4.0,1.0,444.14,2.0,1.0,139.75
125,567518,1,False,False,56,24,3,,1.3333333333333333,4.666666666666667,1381.6666666666667,3.0,1.0,161.33499999999998,2.0,0.5,140.888888888
126,669356,1,False,False,45,23,1,,1.0,5.0,705.0,1.0,1.0,391.43,1.0,1.0,109.625
127,629803,0,False,True,41,23,3,,1.5,2.5,684.0,2.0,1.3333333333333333,453.80333333333334,3.0,1.0,144.375
128,581901,1,True,False,54,24,5,,1.0,1.75,545.5,4.0,1.0,315.605,4.0,0.25,124.125
129,528186,1,False,False,43,25,4,,1.0,1.75,285.0,4.0,1.0,315.7175,4.0,0.0,136.5
130,513625,1,False,True,29,25,3,1.0,4.0,2.0,880.0,1.0,4.0,1090.04,1.0,1.0,95.166666666
131,216796,1,False,False,23,32,2,1.0,,,,,,,,,61.0
132,537413,1,True,False,49,24,5,1.0,1.0,2.0,340.0,1.0,1.0,498.0733333333333,3.0,0.6666666666666666,104.428571428
133,630738,1,False,False,44,23,3,,1.0,4.0,370.0,2.0,1.0,172.63333333333333,3.0,0.3333333333333333,138.777777777
134,528164,0,True,False,48,25,6,,1.0,4.0,500.3333333333333,3.0,1.2,517.138,5.0,0.8,149.25
135,571523,1,True,False,46,24,3,,1.0,3.0,384.5,2.0,1.0,380.43,3.0,0.0,95.75
136,539307,1,False,True,39,24,0,,,,,,,,,,121.5
137,469767,1,True,False,49,26,4,,1.25,2.0,329.75,4.0,1.25,400.895,4.0,0.75,203.875
138,636520,1,False,False,52,23,1,,2.0,6.0,4140.0,1.0,2.0,1253.01,1.0,1.0,74.375
139,606333,1,False,False,44,23,4,,1.0,6.0,808.0,3.0,1.0,121.01666666666667,3.0,0.6666666666666666,136.375
140,534254,1,False,False,24,25,1,,1.0,3.0,558.0,1.0,1.0,573.05,1.0,0.0,90.666666666
141,728820,0,False,True,39,22,3,1.0,1.0,5.0,450.0,1.0,,,,,104.166666666
142,528909,1,False,False,18,25,2,,1.5,11.5,8560.0,2.0,,,,,84.875
143,563507,1,True,False,38,24,4,,1.0,1.3333333333333333,306.6666666666667,3.0,1.25,598.885,4.0,1.0,117.25
144,559176,1,True,True,65,24,2,,1.0,2.0,294.0,2.0,1.0,544.33,1.0,0.0,159.0
145,562010,0,False,True,42,24,5,,1.0,1.0,101.0,3.0,1.0,441.04799999999994,5.0,0.6,119.0
146,514675,1,True,False,52,25,3,,1.3333333333333333,2.0,523.6666666666666,3.0,1.3333333333333333,390.43,3.0,0.6666666666666666,95.111111111
147,535003,1,True,False,58,25,0,,,,,,,,,,73.222222222
148,523335,1,False,False,30,25,3,,1.0,5.0,946.0,2.0,1.0,185.67666666666665,3.0,0.6666666666666666,117.75
149,519897,1,False,False,19,25,0,,,,,,,,,,54.625
150,506186,1,False,False,26,25,3,,1.5,3.0,490.5,2.0,1.5,389.875,2.0,0.5,207.75
151,573704,1,True,False,48,24,5,,1.0,2.8,414.2,5.0,1.0,419.89799999999997,5.0,0.4,141.75
152,573584,0,True,False,39,24,1,,1.0,3.0,246.0,1.0,1.0,210.1,1.0,0.0,167.75
153,669140,1,True,True,64,23,2,,1.0,2.5,144.0,2.0,1.0,228.64,1.0,2.0,52.555555555
154,542153,1,False,False,49,24,2,,1.0,2.5,561.5,2.0,1.0,517.445,2.0,0.5,94.5
155,557794,1,False,True,47,24,4,,1.0,3.6666666666666665,714.6666666666666,3.0,1.0,397.77500000000003,4.0,1.0,100.25
156,565377,1,False,False,43,24,4,,1.25,5.5,1084.75,4.0,1.0,398.6033333333333,3.0,0.6666666666666666,97.125
157,555773,1,False,False,23,24,2,1.0,,,,,,,,,50.833333333
158,628653,1,True,False,42,23,3,,1.0,5.5,860.0,2.0,1.0,318.0,3.0,0.6666666666666666,141.625
159,637086,1,False,False,46,23,4,,1.0,3.0,488.75,4.0,1.0,431.46333333333337,3.0,0.3333333333333333,149.111111111
160,585310,1,False,False,36,24,3,,1.0,2.0,658.6666666666666,3.0,1.0,375.50333333333333,3.0,0.6666666666666666,101.375
161,463867,1,False,False,32,26,2,,1.0,1.0,137.5,2.0,1.0,250.755,2.0,1.0,118.25
162,564219,1,False,True,43,24,4,,1.0,3.25,470.5,4.0,1.0,235.9466666666667,3.0,0.6666666666666666,192.333333333
163,531989,1,False,True,55,25,3,,1.6666666666666667,5.0,664.0,3.0,2.0,1390.04,2.0,0.5,131.875
164,535497,1,False,True,35,25,0,,,,,,,,,,52.25
165,547862,0,True,True,48,24,4,,1.0,4.75,954.75,4.0,1.0,162.66,3.0,1.0,132.125
166,537212,1,False,True,22,24,2,,1.0,3.5,178.5,2.0,1.0,212.03,1.0,0.0,104.625
167,515735,1,True,True,64,25,1,,1.0,0.0,0.0,1.0,1.0,517.22,1.0,1.0,75.222222222
168,555484,1,False,False,40,24,5,,1.0,4.6,1204.6,5.0,1.0,363.55,4.0,0.75,161.625
169,741902,1,True,True,48,22,1,,1.0,1.0,276.0,1.0,1.0,432.76,1.0,1.0,92.875
170,663376,0,False,True,43,23,1,,1.0,0.0,0.0,1.0,1.0,307.82,1.0,0.0,89.625
171,511666,1,True,False,51,25,3,,1.0,5.666666666666667,992.3333333333334,3.0,1.0,199.975,2.0,1.0,139.875
172,564962,1,True,False,53,24,4,,1.0,1.5,304.25,4.0,1.0,508.52250000000004,4.0,0.25,136.0
173,533990,1,False,True,50,25,5,,1.25,4.75,1012.0,4.0,1.25,354.65999999999997,4.0,0.25,118.375
174,551729,1,False,False,18,24,1,,1.0,1.0,146.0,1.0,1.0,540.81,1.0,0.0,85.875
175,587459,1,True,False,49,24,4,,1.0,1.0,149.5,2.0,1.0,354.27,4.0,0.25,141.75
176,523735,1,True,True,56,25,4,,2.0,5.5,806.5,4.0,2.0,1123.0466666666666,3.0,0.6666666666666666,140.333333333
177,508367,1,True,False,49,25,4,,1.0,1.6666666666666667,163.66666666666666,3.0,1.0,401.51250000000005,4.0,0.25,105.0
178,599909,1,False,False,29,23,0,,,,,,,,,,63.375
179,563012,1,False,False,25,24,1,,2.0,9.0,2556.0,1.0,,,,,88.625
180,530739,1,False,False,26,25,1,,1.0,7.0,798.0,1.0,1.0,356.93,1.0,1.0,125.777777777
181,522402,0,False,False,45,25,3,,1.5,1.0,329.5,2.0,1.3333333333333333,164.46,3.0,0.3333333333333333,89.625
182,667916,1,False,False,48,23,3,,1.0,3.0,328.5,2.0,1.0,639.8833333333333,3.0,0.3333333333333333,113.555555555
183,585522,0,True,False,68,24,0,,,,,,,,,,90.875
184,531253,1,True,True,52,25,5,,1.6,3.6,680.8,5.0,1.75,1012.5975,4.0,1.0,174.5
185,520182,1,True,True,44,25,3,,1.0,6.0,2130.0,1.0,1.3333333333333333,457.02666666666664,3.0,0.6666666666666666,94.5
186,575433,1,True,False,57,24,3,,1.0,2.6666666666666665,1044.3333333333333,3.0,1.0,545.165,2.0,1.0,154.5
187,639894,1,True,True,44,23,2,,1.0,9.5,2835.5,2.0,1.0,653.32,1.0,0.0,154.5
188,507759,1,True,False,49,25,3,,1.0,2.3333333333333335,221.33333333333334,3.0,1.0,267.99333333333334,3.0,0.6666666666666666,88.5
189,520882,1,False,False,19,25,1,,1.0,6.0,780.0,1.0,,,,,57.5
190,544839,1,False,False,46,24,3,,1.0,1.5,141.5,2.0,1.0,332.12333333333333,3.0,0.3333333333333333,68.125
191,347778,1,False,False,50,28,5,,1.75,2.25,1118.5,4.0,1.6,846.7379999999999,5.0,1.0,133.333333333
192,574840,1,False,True,39,24,3,,1.0,3.5,1571.0,2.0,1.0,394.05,3.0,1.0,90.375
193,532730,1,False,False,18,25,2,,1.0,8.0,1572.0,2.0,1.0,184.45,1.0,1.0,80.625
194,541389,1,False,False,30,24,5,,1.0,3.6666666666666665,356.0,3.0,1.0,421.004,5.0,0.8,117.777777777
195,521509,1,True,False,56,25,4,,1.25,3.25,835.75,4.0,1.25,309.86249999999995,4.0,0.5,168.75
196,621113,1,False,False,30,23,0,,,,,,,,,,156.25
197,563956,1,False,False,47,24,2,,1.5,2.0,675.0,2.0,1.5,295.395,2.0,0.5,104.75
198,512289,1,False,False,66,25,2,,1.0,4.0,812.0,1.0,1.0,471.85,2.0,0.5,102.5
199,519896,1,True,False,48,25,3,,1.0,9.0,2014.3333333333333,3.0,1.3333333333333333,2044.5933333333332,3.0,0.6666666666666666,204.666666666
200,582586,1,True,False,89,24,0,,,,,,,,,,47.25
201,568155,1,False,True,23,24,1,,2.0,13.0,5122.0,1.0,,,,,94.25
202,574489,1,True,True,52,24,2,,1.0,2.0,488.0,2.0,1.0,464.045,2.0,1.0,102.75
203,525234,1,False,False,55,25,5,1.0,1.0,4.666666666666667,1116.0,3.0,1.0,459.625,2.0,0.0,83.166666666
204,558659,1,True,False,44,24,1,,1.0,2.0,108.0,1.0,1.0,673.16,1.0,0.0,64.125
205,612797,1,True,True,54,23,1,,1.0,1.0,542.0,1.0,1.0,170.91,1.0,0.0,97.25
206,187212,1,True,True,56,32,3,,1.0,2.0,301.3333333333333,3.0,1.0,414.19000000000005,3.0,0.6666666666666666,118.75
207,580658,1,False,False,47,24,3,,1.0,2.3333333333333335,272.3333333333333,3.0,1.0,218.53666666666666,3.0,0.3333333333333333,104.375
208,673874,1,True,True,51,23,1,,1.0,11.0,1331.0,1.0,1.0,868.71,1.0,1.0,147.0
209,640867,1,False,True,52,23,4,1.0,1.5,2.0,518.5,2.0,1.5,346.72,2.0,0.5,133.0
210,514503,1,False,False,23,25,2,,2.0,11.0,5196.0,2.0,,,,,87.625
211,524511,1,False,False,55,25,3,,1.3333333333333333,1.6666666666666667,567.3333333333334,3.0,1.0,509.82500000000005,2.0,1.5,151.555555555
212,531471,1,True,False,46,25,4,,1.6666666666666667,2.3333333333333335,364.0,3.0,1.5,412.15,4.0,1.25,147.444444444
213,510890,1,False,False,34,25,5,,1.0,3.6666666666666665,450.6666666666667,3.0,1.0,313.6825,4.0,1.0,131.111111111
214,474951,1,False,False,38,26,5,,1.2,1.4,127.8,5.0,1.2,421.61400000000003,5.0,0.4,121.4
215,690420,1,True,True,56,22,5,1.0,1.0,2.6666666666666665,252.0,3.0,1.0,548.16,3.0,0.0,140.166666666
216,524849,1,True,True,51,25,3,,1.3333333333333333,6.0,972.0,3.0,1.0,529.595,2.0,0.5,109.375
217,669329,1,False,False,33,23,2,,2.0,9.0,11178.0,2.0,3.0,968.62,1.0,0.0,88.625
218,536086,1,True,True,55,25,3,,1.3333333333333333,1.3333333333333333,521.3333333333334,3.0,1.3333333333333333,832.8699999999999,3.0,0.6666666666666666,107.625
219,573922,1,True,True,42,24,2,,1.5,6.0,710.0,2.0,1.5,328.22499999999997,2.0,0.0,98.125
220,559461,1,True,True,26,24,0,,,,,,,,,,106.625
221,232647,1,False,False,18,31,2,,1.0,11.0,2343.0,1.0,1.0,237.1,1.0,1.0,93.875
222,511122,1,True,False,48,25,2,,1.0,2.0,373.0,2.0,1.0,94.47,2.0,0.0,103.625
223,516290,0,False,False,46,25,3,,1.3333333333333333,4.333333333333333,1098.6666666666667,3.0,1.5,389.97,2.0,0.0,164.375
224,596409,1,False,False,47,24,2,,1.0,1.5,159.0,2.0,1.0,395.57000000000005,2.0,0.5,127.75
225,542230,1,True,False,49,24,1,,3.0,4.0,3000.0,1.0,3.0,1311.98,1.0,0.0,92.2
226,503277,1,False,False,56,25,3,,1.0,3.6666666666666665,423.0,3.0,1.0,530.4966666666667,3.0,1.3333333333333333,118.75
227,545518,1,False,True,46,24,5,1.0,1.3333333333333333,3.0,615.6666666666666,3.0,1.3333333333333333,613.9900000000001,3.0,0.0,109.666666666
228,590967,1,False,True,46,24,5,,1.0,4.2,495.4,5.0,1.0,387.42199999999997,5.0,0.4,147.888888888
229,533782,1,True,False,54,25,3,,1.0,4.333333333333333,674.6666666666666,3.0,1.0,924.1199999999999,2.0,1.0,94.5
230,538279,2,False,False,50,24,3,,2.0,3.0,801.0,3.0,2.0,795.9766666666668,3.0,0.6666666666666666,110.0
231,579829,1,False,False,60,24,3,,1.0,1.0,133.66666666666666,3.0,1.0,444.89333333333326,3.0,0.6666666666666666,121.625
232,465568,1,True,True,50,26,1,,1.0,3.0,657.0,1.0,,,,,83.125
233,513438,1,True,True,52,25,1,,1.0,12.0,7416.0,1.0,1.0,348.1,1.0,1.0,113.75
234,623949,0,True,False,48,23,3,,1.0,4.666666666666667,624.0,3.0,1.0,95.75666666666666,3.0,0.6666666666666666,102.75
235,512693,1,False,False,38,25,4,,1.25,3.5,431.0,4.0,1.25,182.555,4.0,0.25,185.25
236,661614,1,False,False,69,23,1,,1.0,8.0,2376.0,1.0,,,,,72.0
237,555492,1,False,False,51,24,2,,1.0,0.0,0.0,1.0,1.0,230.05,2.0,1.0,103.5
238,504859,1,False,True,27,25,2,,1.5,4.0,1210.0,2.0,1.0,234.11,1.0,0.0,78.5
239,561945,1,False,False,27,24,1,,1.0,1.0,103.0,1.0,1.0,515.23,1.0,1.0,153.5
240,480690,1,False,False,48,25,4,,1.0,2.25,622.25,4.0,1.0,212.1475,4.0,0.5,147.0
241,401245,1,False,False,29,27,3,,1.0,3.0,361.0,2.0,1.0,317.26666666666665,3.0,0.0,111.875
242,614918,1,False,False,40,23,5,,1.0,0.6,73.2,5.0,1.0,198.8,5.0,0.6,166.375
243,520358,1,True,False,51,25,4,,1.0,3.5,519.5,4.0,1.0,265.6,3.0,1.0,99.5
244,616491,1,False,True,51,23,3,,1.0,3.0,980.0,3.0,1.0,106.18333333333332,3.0,0.3333333333333333,135.125
